mu,theta
0.524124124124124,0
0.526026026026026,0.0452261306532663
0.527927927927928,0
0.52982982982983,0
0.531731731731732,0
0.533633633633634,0
0.535535535535535,0
0.537437437437437,0
0.539339339339339,0
0.541241241241241,0
0.543143143143143,0
0.545045045045045,0
0.546946946946947,0
0.548848848848849,0
0.550750750750751,0
0.552652652652653,0
0.554554554554554,0
0.556456456456456,0
0.558358358358358,0
0.56026026026026,0
0.562162162162162,0
0.564064064064064,0
0.565965965965966,0
0.567867867867868,0
0.56976976976977,0
0.571671671671672,0
0.573573573573574,0
0.575475475475476,0
0.577377377377377,0
0.579279279279279,0
0.581181181181181,0
0.583083083083083,0
0.584984984984985,0
0.586886886886887,0
0.588788788788789,0
0.590690690690691,0
0.592592592592593,0
0.594494494494495,0
0.596396396396396,0
0.598298298298298,0
0.6002002002002,0
0.602102102102102,0
0.604004004004004,0
0.605905905905906,0
0.607807807807808,0
0.60970970970971,0
0.611611611611612,0
0.613513513513513,0
0.615415415415415,0
0.617317317317317,0
0.619219219219219,0
0.621121121121121,0
0.623023023023023,0
0.624924924924925,0
0.626826826826827,0
0.628728728728729,0
0.630630630630631,0
0.632532532532532,0
0.634434434434434,0
0.636336336336336,0
0.638238238238238,0
0.64014014014014,0
0.642042042042042,0
0.643943943943944,0
0.645845845845846,0
0.647747747747748,0
0.64964964964965,0
0.651551551551552,0
0.653453453453453,0
0.655355355355355,0
0.657257257257257,0
0.659159159159159,0
0.661061061061061,0
0.662962962962963,0
0.664864864864865,0
0.666766766766767,0
0.668668668668669,0
0.670570570570571,0
0.672472472472472,0
0.674374374374374,0
0.676276276276276,0
0.678178178178178,0
0.68008008008008,0
0.681981981981982,0
0.683883883883884,0
0.685785785785786,0
0.687687687687688,0
0.68958958958959,0
0.691491491491491,0
0.693393393393393,0
0.695295295295295,0
0.697197197197197,0
0.699099099099099,0
0.701001001001001,0
0.702902902902903,0
0.704804804804805,0
0.706706706706707,0
0.708608608608609,0
0.710510510510511,0
0.712412412412412,0
0.714314314314314,0
0.716216216216216,0
0.718118118118118,0
0.72002002002002,0.0100502512562814
0.721921921921922,0
0.723823823823824,0
0.725725725725726,0
0.727627627627628,0
0.729529529529529,0
0.731431431431431,0
0.733333333333333,0
0.735235235235235,0
0.737137137137137,0
0.739039039039039,0
0.740940940940941,0
0.742842842842843,0
0.744744744744745,0
0.746646646646647,0
0.748548548548548,0
0.75045045045045,0
0.752352352352352,0
0.754254254254254,0
0.756156156156156,0
0.758058058058058,0
0.75995995995996,0
0.761861861861862,0
0.763763763763764,0
0.765665665665666,0
0.767567567567567,0
0.769469469469469,0
0.771371371371371,0
0.773273273273273,0
0.775175175175175,0
0.777077077077077,0
0.778978978978979,0
0.780880880880881,0
0.782782782782783,0
0.784684684684685,0
0.786586586586587,0
0.788488488488488,0
0.79039039039039,0
0.792292292292292,0
0.794194194194194,0
0.796096096096096,0
0.797997997997998,0
0.7998998998999,0
0.801801801801802,0
0.803703703703704,0
0.805605605605606,0
0.807507507507507,0
0.809409409409409,0
0.811311311311311,0
0.813213213213213,0
0.815115115115115,0
0.817017017017017,0
0.818918918918919,0
0.820820820820821,0
0.822722722722723,0
0.824624624624625,0
0.826526526526526,0
0.828428428428428,0
0.83033033033033,0
0.832232232232232,0
0.834134134134134,0
0.836036036036036,0
0.837937937937938,0
0.83983983983984,0
0.841741741741742,0
0.843643643643644,0
0.845545545545546,0
0.847447447447447,0
0.849349349349349,0
0.851251251251251,0
0.853153153153153,0
0.855055055055055,0
0.856956956956957,0
0.858858858858859,0
0.860760760760761,0
0.862662662662663,0
0.864564564564565,0
0.866466466466466,0
0.868368368368368,0
0.87027027027027,0
0.872172172172172,0
0.874074074074074,0
0.875975975975976,0
0.877877877877878,0
0.87977977977978,0
0.881681681681682,0
0.883583583583583,0
0.885485485485485,0
0.887387387387387,0
0.889289289289289,0
0.891191191191191,0
0.893093093093093,0
0.894994994994995,0
0.896896896896897,0
0.898798798798799,0
0.900700700700701,0
0.902602602602602,0
0.904504504504504,0
0.906406406406406,0
0.908308308308308,0
0.91021021021021,0
0.912112112112112,0
0.914014014014014,0
0.915915915915916,0
0.917817817817818,0
0.91971971971972,0
0.921621621621622,0
0.923523523523523,0
0.925425425425425,0
0.927327327327327,0
0.929229229229229,0
0.931131131131131,0
0.933033033033033,0
0.934934934934935,0
0.936836836836837,0
0.938738738738739,0
0.940640640640641,0
0.942542542542542,0
0.944444444444444,0
0.946346346346346,0
0.948248248248248,0
0.95015015015015,0
0.952052052052052,0
0.953953953953954,0
0.955855855855856,0
0.957757757757758,0
0.95965965965966,0
0.961561561561561,0
0.963463463463463,0
0.965365365365365,0
0.967267267267267,0
0.969169169169169,0
0.971071071071071,0
0.972972972972973,0
0.974874874874875,0
0.976776776776777,0
0.978678678678679,0
0.980580580580581,0
0.982482482482482,0
0.984384384384384,0
0.986286286286286,0
0.988188188188188,0
0.99009009009009,0
0.991991991991992,0
0.993893893893894,0
0.995795795795796,0
0.997697697697698,0
0.9995995995996,0
1.0015015015015,0
1.0034034034034,0
1.00530530530531,0
1.00720720720721,0
1.00910910910911,0
1.01101101101101,0
1.01291291291291,0
1.01481481481481,0
1.01671671671672,0
1.01861861861862,0
1.02052052052052,0
1.02242242242242,0
1.02432432432432,0
1.02622622622623,0
1.02812812812813,0
1.03003003003003,0
1.03193193193193,0
1.03383383383383,0
1.03573573573574,0
1.03763763763764,0.0050251256281407
1.03953953953954,0
1.04144144144144,0
1.04334334334334,0
1.04524524524525,0
1.04714714714715,0
1.04904904904905,0
1.05095095095095,0
1.05285285285285,0
1.05475475475475,0
1.05665665665666,0
1.05855855855856,0
1.06046046046046,0
1.06236236236236,0
1.06426426426426,0
1.06616616616617,0
1.06806806806807,0
1.06996996996997,0
1.07187187187187,0
1.07377377377377,0
1.07567567567568,0
1.07757757757758,0
1.07947947947948,0
1.08138138138138,0
1.08328328328328,0
1.08518518518519,0
1.08708708708709,0
1.08898898898899,0
1.09089089089089,0
1.09279279279279,0
1.09469469469469,0
1.0965965965966,0
1.0984984984985,0
1.1004004004004,0
1.1023023023023,0
1.1042042042042,0
1.10610610610611,0
1.10800800800801,0
1.10990990990991,0
1.11181181181181,0
1.11371371371371,0
1.11561561561562,0
1.11751751751752,0
1.11941941941942,0
1.12132132132132,0
1.12322322322322,0
1.12512512512513,0
1.12702702702703,0
1.12892892892893,0
1.13083083083083,0
1.13273273273273,0
1.13463463463463,0
1.13653653653654,0
1.13843843843844,0
1.14034034034034,0
1.14224224224224,0
1.14414414414414,0
1.14604604604605,0
1.14794794794795,0
1.14984984984985,0
1.15175175175175,0
1.15365365365365,0
1.15555555555556,0
1.15745745745746,0
1.15935935935936,0
1.16126126126126,0
1.16316316316316,0
1.16506506506507,0
1.16696696696697,0
1.16886886886887,0
1.17077077077077,0
1.17267267267267,0
1.17457457457457,0
1.17647647647648,0
1.17837837837838,0
1.18028028028028,0
1.18218218218218,0
1.18408408408408,0
1.18598598598599,0
1.18788788788789,0
1.18978978978979,0
1.19169169169169,0
1.19359359359359,0
1.1954954954955,0
1.1973973973974,0
1.1992992992993,0
1.2012012012012,0
1.2031031031031,0
1.205005005005,0
1.20690690690691,0
1.20880880880881,0
1.21071071071071,0
1.21261261261261,0
1.21451451451451,0
1.21641641641642,0
1.21831831831832,0
1.22022022022022,0
1.22212212212212,0
1.22402402402402,0
1.22592592592593,0
1.22782782782783,0
1.22972972972973,0
1.23163163163163,0
1.23353353353353,0
1.23543543543544,0
1.23733733733734,0
1.23923923923924,0
1.24114114114114,0
1.24304304304304,0
1.24494494494495,0
1.24684684684685,0
1.24874874874875,0
1.25065065065065,0
1.25255255255255,0
1.25445445445445,0
1.25635635635636,0
1.25825825825826,0
1.26016016016016,0
1.26206206206206,0
1.26396396396396,0
1.26586586586587,0
1.26776776776777,0
1.26966966966967,0
1.27157157157157,0
1.27347347347347,0
1.27537537537538,0
1.27727727727728,0
1.27917917917918,0
1.28108108108108,0
1.28298298298298,0
1.28488488488489,0
1.28678678678679,0
1.28868868868869,0
1.29059059059059,0
1.29249249249249,0
1.29439439439439,0
1.2962962962963,0
1.2981981981982,0
1.3001001001001,0
1.302002002002,0
1.3039039039039,0
1.30580580580581,0
1.30770770770771,0
1.30960960960961,0
1.31151151151151,0
1.31341341341341,0
1.31531531531532,0
1.31721721721722,0
1.31911911911912,0
1.32102102102102,0
1.32292292292292,0
1.32482482482482,0
1.32672672672673,0
1.32862862862863,0
1.33053053053053,0
1.33243243243243,0
1.33433433433433,0
1.33623623623624,0
1.33813813813814,0
1.34004004004004,0
1.34194194194194,0
1.34384384384384,0
1.34574574574575,0
1.34764764764765,0
1.34954954954955,0
1.35145145145145,0
1.35335335335335,0
1.35525525525526,0
1.35715715715716,0
1.35905905905906,0
1.36096096096096,0
1.36286286286286,0
1.36476476476476,0
1.36666666666667,0
1.36856856856857,0
1.37047047047047,0
1.37237237237237,0
1.37427427427427,0
1.37617617617618,0
1.37807807807808,0
1.37997997997998,0
1.38188188188188,0
1.38378378378378,0
1.38568568568569,0
1.38758758758759,0
1.38948948948949,0
1.39139139139139,0
1.39329329329329,0
1.3951951951952,0
1.3970970970971,0
1.398998998999,0
1.4009009009009,0
1.4028028028028,0
1.4047047047047,0
1.40660660660661,0
1.40850850850851,0
1.41041041041041,0
1.41231231231231,0
1.41421421421421,0
1.41611611611612,0
1.41801801801802,0
1.41991991991992,0
1.42182182182182,0
1.42372372372372,0
1.42562562562563,0
1.42752752752753,0
1.42942942942943,0
1.43133133133133,0
1.43323323323323,0
1.43513513513514,0
1.43703703703704,0
1.43893893893894,0
1.44084084084084,0
1.44274274274274,0
1.44464464464464,0
1.44654654654655,0
1.44844844844845,0
1.45035035035035,0
1.45225225225225,0
1.45415415415415,0
1.45605605605606,0
1.45795795795796,0.0050251256281407
1.45985985985986,0.0050251256281407
1.46176176176176,0
1.46366366366366,0
1.46556556556557,0
1.46746746746747,0
1.46936936936937,0
1.47127127127127,0
1.47317317317317,0
1.47507507507508,0
1.47697697697698,0
1.47887887887888,0
1.48078078078078,0
1.48268268268268,0
1.48458458458458,0
1.48648648648649,0
1.48838838838839,0
1.49029029029029,0
1.49219219219219,0
1.49409409409409,0
1.495995995996,0
1.4978978978979,0
1.4997997997998,0
1.5017017017017,0
1.5036036036036,0
1.50550550550551,0
1.50740740740741,0
1.50930930930931,0
1.51121121121121,0
1.51311311311311,0
1.51501501501502,0
1.51691691691692,0
1.51881881881882,0
1.52072072072072,0
1.52262262262262,0
1.52452452452452,0
1.52642642642643,0
1.52832832832833,0
1.53023023023023,0
1.53213213213213,0
1.53403403403403,0.0050251256281407
1.53593593593594,0.0050251256281407
1.53783783783784,0
1.53973973973974,0
1.54164164164164,0
1.54354354354354,0
1.54544544544545,0
1.54734734734735,0
1.54924924924925,0
1.55115115115115,0
1.55305305305305,0
1.55495495495496,0
1.55685685685686,0
1.55875875875876,0
1.56066066066066,0
1.56256256256256,0
1.56446446446446,0
1.56636636636637,0
1.56826826826827,0
1.57017017017017,0
1.57207207207207,0
1.57397397397397,0
1.57587587587588,0
1.57777777777778,0
1.57967967967968,0
1.58158158158158,0
1.58348348348348,0
1.58538538538539,0
1.58728728728729,0
1.58918918918919,0
1.59109109109109,0
1.59299299299299,0
1.59489489489489,0
1.5967967967968,0
1.5986986986987,0
1.6006006006006,0
1.6025025025025,0
1.6044044044044,0
1.60630630630631,0
1.60820820820821,0
1.61011011011011,0
1.61201201201201,0
1.61391391391391,0
1.61581581581582,0
1.61771771771772,0
1.61961961961962,0
1.62152152152152,0
1.62342342342342,0
1.62532532532533,0
1.62722722722723,0
1.62912912912913,0
1.63103103103103,0
1.63293293293293,0
1.63483483483483,0
1.63673673673674,0
1.63863863863864,0
1.64054054054054,0
1.64244244244244,0
1.64434434434434,0
1.64624624624625,0
1.64814814814815,0
1.65005005005005,0
1.65195195195195,0
1.65385385385385,0
1.65575575575576,0
1.65765765765766,0
1.65955955955956,0
1.66146146146146,0
1.66336336336336,0
1.66526526526527,0
1.66716716716717,0
1.66906906906907,0
1.67097097097097,0
1.67287287287287,0
1.67477477477477,0
1.67667667667668,0
1.67857857857858,0
1.68048048048048,0
1.68238238238238,0
1.68428428428428,0
1.68618618618619,0
1.68808808808809,0
1.68998998998999,0
1.69189189189189,0
1.69379379379379,0
1.6956956956957,0
1.6975975975976,0
1.6994994994995,0
1.7014014014014,0
1.7033033033033,0
1.70520520520521,0
1.70710710710711,0
1.70900900900901,0
1.71091091091091,0
1.71281281281281,0
1.71471471471471,0
1.71661661661662,0
1.71851851851852,0
1.72042042042042,0
1.72232232232232,0
1.72422422422422,0
1.72612612612613,0
1.72802802802803,0
1.72992992992993,0
1.73183183183183,0
1.73373373373373,0
1.73563563563564,0
1.73753753753754,0
1.73943943943944,0
1.74134134134134,0
1.74324324324324,0
1.74514514514515,0
1.74704704704705,0
1.74894894894895,0
1.75085085085085,0
1.75275275275275,0
1.75465465465465,0
1.75655655655656,0.0100502512562814
1.75845845845846,0
1.76036036036036,0
1.76226226226226,0
1.76416416416416,0
1.76606606606607,0
1.76796796796797,0
1.76986986986987,0
1.77177177177177,0
1.77367367367367,0
1.77557557557558,0
1.77747747747748,0
1.77937937937938,0
1.78128128128128,0
1.78318318318318,0
1.78508508508509,0
1.78698698698699,0
1.78888888888889,0
1.79079079079079,0
1.79269269269269,0
1.79459459459459,0
1.7964964964965,0
1.7983983983984,0
1.8003003003003,0
1.8022022022022,0
1.8041041041041,0
1.80600600600601,0
1.80790790790791,0
1.80980980980981,0
1.81171171171171,0
1.81361361361361,0
1.81551551551552,0
1.81741741741742,0
1.81931931931932,0
1.82122122122122,0
1.82312312312312,0
1.82502502502503,0
1.82692692692693,0
1.82882882882883,0
1.83073073073073,0
1.83263263263263,0
1.83453453453453,0
1.83643643643644,0
1.83833833833834,0
1.84024024024024,0
1.84214214214214,0
1.84404404404404,0
1.84594594594595,0
1.84784784784785,0
1.84974974974975,0
1.85165165165165,0
1.85355355355355,0
1.85545545545546,0
1.85735735735736,0
1.85925925925926,0
1.86116116116116,0
1.86306306306306,0
1.86496496496496,0
1.86686686686687,0
1.86876876876877,0
1.87067067067067,0
1.87257257257257,0
1.87447447447447,0
1.87637637637638,0
1.87827827827828,0
1.88018018018018,0
1.88208208208208,0
1.88398398398398,0
1.88588588588589,0
1.88778778778779,0
1.88968968968969,0
1.89159159159159,0
1.89349349349349,0
1.8953953953954,0
1.8972972972973,0
1.8991991991992,0
1.9011011011011,0
1.903003003003,0
1.9049049049049,0
1.90680680680681,0
1.90870870870871,0
1.91061061061061,0
1.91251251251251,0
1.91441441441441,0
1.91631631631632,0
1.91821821821822,0
1.92012012012012,0
1.92202202202202,0
1.92392392392392,0
1.92582582582583,0
1.92772772772773,0
1.92962962962963,0
1.93153153153153,0
1.93343343343343,0
1.93533533533534,0
1.93723723723724,0
1.93913913913914,0
1.94104104104104,0
1.94294294294294,0
1.94484484484484,0
1.94674674674675,0
1.94864864864865,0
1.95055055055055,0
1.95245245245245,0
1.95435435435435,0
1.95625625625626,0
1.95815815815816,0
1.96006006006006,0
1.96196196196196,0
1.96386386386386,0
1.96576576576577,0
1.96766766766767,0
1.96956956956957,0
1.97147147147147,0
1.97337337337337,0
1.97527527527528,0
1.97717717717718,0
1.97907907907908,0
1.98098098098098,0
1.98288288288288,0
1.98478478478478,0
1.98668668668669,0
1.98858858858859,0
1.99049049049049,0
1.99239239239239,0
1.99429429429429,0
1.9961961961962,0
1.9980980980981,0
2,0
